chembl_id,primary_drug,tox_herg_ic50_uM,tox_herg_risk,tox_cyp3a4_inhib,tox_cyp2d6_inhib,tox_cyp1a2_inhib,tox_cyp_risk,tox_ames,tox_ames_risk,tox_dili_risk,tox_bbb_perm,black_box_warning,hepatotoxicity,nephrotoxicity,cardiotoxicity,bioactivity_count,tox_data_sources,data_source,created_at,last_updated
CHEMBL269644,ACETANILIDE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.838719,2025-09-05 06:28:14.838719
CHEMBL273223,ChEMBL_CHEMBL273223,,high,,,,high,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.838744,2025-09-05 06:28:14.838744
CHEMBL12028,ChEMBL_CHEMBL12028,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.838769,2025-09-05 06:28:14.838769
CHEMBL275442,ChEMBL_CHEMBL275442,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.838796,2025-09-05 06:28:14.838797
CHEMBL12201,ChEMBL_CHEMBL12201,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.838822,2025-09-05 06:28:14.838822
CHEMBL440272,ChEMBL_CHEMBL440272,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.838846,2025-09-05 06:28:14.838846
CHEMBL12239,ChEMBL_CHEMBL12239,,medium,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.838871,2025-09-05 06:28:14.838871
CHEMBL12053,ChEMBL_CHEMBL12053,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.838903,2025-09-05 06:28:14.838903
CHEMBL418709,ChEMBL_CHEMBL418709,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.838933,2025-09-05 06:28:14.838933
CHEMBL12157,ChEMBL_CHEMBL12157,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.838960,2025-09-05 06:28:14.838960
CHEMBL276441,ChEMBL_CHEMBL276441,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.838986,2025-09-05 06:28:14.838986
CHEMBL11965,ChEMBL_CHEMBL11965,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.839012,2025-09-05 06:28:14.839012
CHEMBL11948,ChEMBL_CHEMBL11948,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839037,2025-09-05 06:28:14.839037
CHEMBL275298,ChEMBL_CHEMBL275298,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839065,2025-09-05 06:28:14.839065
CHEMBL275001,ChEMBL_CHEMBL275001,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.839090,2025-09-05 06:28:14.839090
CHEMBL276218,CAPROLACTAM,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839116,2025-09-05 06:28:14.839116
CHEMBL416707,ChEMBL_CHEMBL416707,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839141,2025-09-05 06:28:14.839141
CHEMBL275074,ChEMBL_CHEMBL275074,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.839166,2025-09-05 06:28:14.839166
CHEMBL415973,ChEMBL_CHEMBL415973,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.839191,2025-09-05 06:28:14.839192
CHEMBL12179,ChEMBL_CHEMBL12179,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839219,2025-09-05 06:28:14.839219
CHEMBL273492,ChEMBL_CHEMBL273492,,high,,,,medium,,high,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.839244,2025-09-05 06:28:14.839244
CHEMBL12238,ChEMBL_CHEMBL12238,,high,,,,medium,,high,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.839270,2025-09-05 06:28:14.839270
CHEMBL273439,ChEMBL_CHEMBL273439,,high,,,,high,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.839294,2025-09-05 06:28:14.839294
CHEMBL12530,ChEMBL_CHEMBL12530,,high,,,,medium,,high,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.839325,2025-09-05 06:28:14.839325
CHEMBL273867,ChEMBL_CHEMBL273867,,medium,,,,medium,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839356,2025-09-05 06:28:14.839356
CHEMBL12562,ChEMBL_CHEMBL12562,,medium,,,,medium,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839382,2025-09-05 06:28:14.839382
CHEMBL12557,ChEMBL_CHEMBL12557,,high,,,,high,,high,high,,False,True,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.839408,2025-09-05 06:28:14.839409
CHEMBL428177,ChEMBL_CHEMBL428177,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.839435,2025-09-05 06:28:14.839435
CHEMBL268493,NICOTINALDEHYDE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839461,2025-09-05 06:28:14.839461
CHEMBL12401,ChEMBL_CHEMBL12401,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839487,2025-09-05 06:28:14.839487
CHEMBL12433,ChEMBL_CHEMBL12433,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839511,2025-09-05 06:28:14.839512
CHEMBL273865,ChEMBL_CHEMBL273865,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839536,2025-09-05 06:28:14.839536
CHEMBL12103,ChEMBL_CHEMBL12103,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839562,2025-09-05 06:28:14.839562
CHEMBL12367,ChEMBL_CHEMBL12367,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839591,2025-09-05 06:28:14.839591
CHEMBL12420,"N,N-DIMETHYLTRYPTAMINE",,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839621,2025-09-05 06:28:14.839622
CHEMBL416526,BUFOTENINE,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839648,2025-09-05 06:28:14.839648
CHEMBL12330,ChEMBL_CHEMBL12330,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839674,2025-09-05 06:28:14.839675
CHEMBL12243,ChEMBL_CHEMBL12243,,high,,,,medium,,high,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.839699,2025-09-05 06:28:14.839700
CHEMBL12244,ChEMBL_CHEMBL12244,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839724,2025-09-05 06:28:14.839724
CHEMBL12291,ChEMBL_CHEMBL12291,,high,,,,high,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.839749,2025-09-05 06:28:14.839750
CHEMBL11890,ChEMBL_CHEMBL11890,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839775,2025-09-05 06:28:14.839775
CHEMBL274794,2-PYRIDINECARBOXALDEHYDE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839801,2025-09-05 06:28:14.839801
CHEMBL273512,ChEMBL_CHEMBL273512,,high,,,,high,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.839826,2025-09-05 06:28:14.839826
CHEMBL11729,ChEMBL_CHEMBL11729,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839854,2025-09-05 06:28:14.839855
CHEMBL11730,ChEMBL_CHEMBL11730,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839888,2025-09-05 06:28:14.839888
CHEMBL11815,ChEMBL_CHEMBL11815,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.839917,2025-09-05 06:28:14.839917
CHEMBL12151,ChEMBL_CHEMBL12151,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839944,2025-09-05 06:28:14.839944
CHEMBL11857,ChEMBL_CHEMBL11857,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.839970,2025-09-05 06:28:14.839970
CHEMBL11852,ChEMBL_CHEMBL11852,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.839996,2025-09-05 06:28:14.839996
CHEMBL11903,ChEMBL_CHEMBL11903,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.840021,2025-09-05 06:28:14.840022
CHEMBL276390,ChEMBL_CHEMBL276390,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.840054,2025-09-05 06:28:14.840054
CHEMBL11862,ChEMBL_CHEMBL11862,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.840088,2025-09-05 06:28:14.840088
CHEMBL417249,ChEMBL_CHEMBL417249,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.840114,2025-09-05 06:28:14.840115
CHEMBL273752,ChEMBL_CHEMBL273752,,medium,,,,medium,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.840142,2025-09-05 06:28:14.840143
CHEMBL12394,PALMOXIRATE,,medium,,,,medium,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.840172,2025-09-05 06:28:14.840172
CHEMBL275803,SOPROMIDINE,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.840198,2025-09-05 06:28:14.840198
CHEMBL416338,ChEMBL_CHEMBL416338,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.840223,2025-09-05 06:28:14.840223
CHEMBL12292,ChEMBL_CHEMBL12292,,unknown,,,,unknown,,unknown,unknown,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.840248,2025-09-05 06:28:14.840248
CHEMBL12617,ChEMBL_CHEMBL12617,,high,,,,medium,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.840273,2025-09-05 06:28:14.840273
CHEMBL12618,ChEMBL_CHEMBL12618,,medium,,,,medium,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.840299,2025-09-05 06:28:14.840299
CHEMBL12487,ChEMBL_CHEMBL12487,,high,,,,high,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.840325,2025-09-05 06:28:14.840325
CHEMBL12526,ChEMBL_CHEMBL12526,,high,,,,high,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.840350,2025-09-05 06:28:14.840350
CHEMBL12767,ChEMBL_CHEMBL12767,,medium,,,,medium,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.840376,2025-09-05 06:28:14.840376
CHEMBL12838,ChEMBL_CHEMBL12838,,medium,,,,medium,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.840404,2025-09-05 06:28:14.840405
CHEMBL12410,ChEMBL_CHEMBL12410,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.840435,2025-09-05 06:28:14.840435
CHEMBL267301,ChEMBL_CHEMBL267301,,high,,,,high,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.840461,2025-09-05 06:28:14.840462
CHEMBL276693,ChEMBL_CHEMBL276693,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.840488,2025-09-05 06:28:14.840488
CHEMBL12211,ChEMBL_CHEMBL12211,,high,,,,high,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.840514,2025-09-05 06:28:14.840514
CHEMBL12254,ChEMBL_CHEMBL12254,,high,,,,high,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.840540,2025-09-05 06:28:14.840540
CHEMBL11988,ChEMBL_CHEMBL11988,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.840566,2025-09-05 06:28:14.840567
CHEMBL11983,ChEMBL_CHEMBL11983,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.840593,2025-09-05 06:28:14.840594
CHEMBL412871,ChEMBL_CHEMBL412871,,high,,,,high,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.840620,2025-09-05 06:28:14.840621
CHEMBL12309,ChEMBL_CHEMBL12309,,high,,,,high,,medium,high,,False,True,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.840648,2025-09-05 06:28:14.840649
CHEMBL12459,ChEMBL_CHEMBL12459,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.840679,2025-09-05 06:28:14.840680
CHEMBL12621,ChEMBL_CHEMBL12621,,high,,,,high,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.840711,2025-09-05 06:28:14.840711
CHEMBL268492,ChEMBL_CHEMBL268492,,medium,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.840738,2025-09-05 06:28:14.840738
CHEMBL276641,ChEMBL_CHEMBL276641,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.840764,2025-09-05 06:28:14.840764
CHEMBL274528,ChEMBL_CHEMBL274528,,high,,,,high,,high,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.840790,2025-09-05 06:28:14.840790
CHEMBL11692,ChEMBL_CHEMBL11692,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.840817,2025-09-05 06:28:14.840817
CHEMBL508,ChEMBL_CHEMBL508,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.840842,2025-09-05 06:28:14.840842
CHEMBL12383,ChEMBL_CHEMBL12383,,high,,,,high,,high,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.840868,2025-09-05 06:28:14.840868
CHEMBL441906,ChEMBL_CHEMBL441906,,medium,,,,medium,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.840900,2025-09-05 06:28:14.840901
CHEMBL12295,ChEMBL_CHEMBL12295,,high,,,,medium,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.840932,2025-09-05 06:28:14.840933
CHEMBL276619,ChEMBL_CHEMBL276619,,high,,,,medium,,high,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.840961,2025-09-05 06:28:14.840962
CHEMBL276620,ChEMBL_CHEMBL276620,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.840988,2025-09-05 06:28:14.840988
CHEMBL12101,ChEMBL_CHEMBL12101,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841014,2025-09-05 06:28:14.841014
CHEMBL12117,ChEMBL_CHEMBL12117,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841039,2025-09-05 06:28:14.841039
CHEMBL273221,ChEMBL_CHEMBL273221,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841065,2025-09-05 06:28:14.841065
CHEMBL11998,ChEMBL_CHEMBL11998,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841091,2025-09-05 06:28:14.841091
CHEMBL274190,ChEMBL_CHEMBL274190,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841115,2025-09-05 06:28:14.841116
CHEMBL276618,4-METHYLDAPHNETIN,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841141,2025-09-05 06:28:14.841142
CHEMBL12100,ChEMBL_CHEMBL12100,,high,,,,medium,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.841170,2025-09-05 06:28:14.841170
CHEMBL268969,ChEMBL_CHEMBL268969,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841197,2025-09-05 06:28:14.841197
CHEMBL12344,DIMAPRIT,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841225,2025-09-05 06:28:14.841226
CHEMBL276903,ChEMBL_CHEMBL276903,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841252,2025-09-05 06:28:14.841253
CHEMBL12121,ChEMBL_CHEMBL12121,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841279,2025-09-05 06:28:14.841279
CHEMBL11985,ChEMBL_CHEMBL11985,,high,,,,medium,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.841304,2025-09-05 06:28:14.841304
CHEMBL274792,ChEMBL_CHEMBL274792,,medium,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841330,2025-09-05 06:28:14.841330
CHEMBL12468,ChEMBL_CHEMBL12468,,high,,,,medium,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.841355,2025-09-05 06:28:14.841355
CHEMBL12572,ChEMBL_CHEMBL12572,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.841380,2025-09-05 06:28:14.841381
CHEMBL12584,ChEMBL_CHEMBL12584,,high,,,,medium,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.841406,2025-09-05 06:28:14.841406
CHEMBL273730,ChEMBL_CHEMBL273730,,high,,,,medium,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.841431,2025-09-05 06:28:14.841431
CHEMBL12428,ChEMBL_CHEMBL12428,,high,,,,high,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.841457,2025-09-05 06:28:14.841457
CHEMBL12563,ChEMBL_CHEMBL12563,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841484,2025-09-05 06:28:14.841484
CHEMBL509,MECLOFENAMIC ACID,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841510,2025-09-05 06:28:14.841510
CHEMBL12234,ChEMBL_CHEMBL12234,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841535,2025-09-05 06:28:14.841536
CHEMBL275299,ChEMBL_CHEMBL275299,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.841561,2025-09-05 06:28:14.841562
CHEMBL12369,ChEMBL_CHEMBL12369,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.841588,2025-09-05 06:28:14.841588
CHEMBL268279,ChEMBL_CHEMBL268279,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841614,2025-09-05 06:28:14.841614
CHEMBL12241,ChEMBL_CHEMBL12241,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841639,2025-09-05 06:28:14.841639
CHEMBL428495,ChEMBL_CHEMBL428495,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841664,2025-09-05 06:28:14.841665
CHEMBL12252,"5,7-DIHYDROXY-4-METHYLCOUMARIN",,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841691,2025-09-05 06:28:14.841691
CHEMBL274581,ChEMBL_CHEMBL274581,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841717,2025-09-05 06:28:14.841717
CHEMBL273220,ChEMBL_CHEMBL273220,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841744,2025-09-05 06:28:14.841744
CHEMBL12279,ChEMBL_CHEMBL12279,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841770,2025-09-05 06:28:14.841771
CHEMBL12208,HYMECROMONE,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841795,2025-09-05 06:28:14.841796
CHEMBL12019,ChEMBL_CHEMBL12019,,medium,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841820,2025-09-05 06:28:14.841820
CHEMBL274583,ChEMBL_CHEMBL274583,,high,,,,high,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.841844,2025-09-05 06:28:14.841845
CHEMBL418157,ChEMBL_CHEMBL418157,,high,,,,high,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.841869,2025-09-05 06:28:14.841869
CHEMBL275000,ChEMBL_CHEMBL275000,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841900,2025-09-05 06:28:14.841900
CHEMBL418158,ChEMBL_CHEMBL418158,,high,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.841927,2025-09-05 06:28:14.841927
CHEMBL12058,ChEMBL_CHEMBL12058,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841953,2025-09-05 06:28:14.841953
CHEMBL267774,ChEMBL_CHEMBL267774,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.841978,2025-09-05 06:28:14.841978
CHEMBL12454,ChEMBL_CHEMBL12454,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.842005,2025-09-05 06:28:14.842005
CHEMBL12655,ChEMBL_CHEMBL12655,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.842030,2025-09-05 06:28:14.842030
CHEMBL273984,ChEMBL_CHEMBL273984,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.842055,2025-09-05 06:28:14.842055
CHEMBL12731,ChEMBL_CHEMBL12731,,high,,,,medium,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.842081,2025-09-05 06:28:14.842081
CHEMBL274409,ChEMBL_CHEMBL274409,,unknown,,,,unknown,,unknown,unknown,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.842107,2025-09-05 06:28:14.842107
CHEMBL12743,ChEMBL_CHEMBL12743,,high,,,,high,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.842131,2025-09-05 06:28:14.842131
CHEMBL12520,ChEMBL_CHEMBL12520,,high,,,,high,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.842165,2025-09-05 06:28:14.842166
CHEMBL276230,ChEMBL_CHEMBL276230,,medium,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.842192,2025-09-05 06:28:14.842192
CHEMBL12701,ChEMBL_CHEMBL12701,,medium,,,,medium,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.842217,2025-09-05 06:28:14.842217
CHEMBL268495,ChEMBL_CHEMBL268495,,medium,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.842243,2025-09-05 06:28:14.842243
CHEMBL268496,ChEMBL_CHEMBL268496,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.842270,2025-09-05 06:28:14.842270
CHEMBL12791,ChEMBL_CHEMBL12791,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.842295,2025-09-05 06:28:14.842295
CHEMBL12635,ChEMBL_CHEMBL12635,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.842322,2025-09-05 06:28:14.842322
CHEMBL276380,ChEMBL_CHEMBL276380,,high,,,,medium,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.842347,2025-09-05 06:28:14.842347
CHEMBL12636,HYMECROMONE METHYL ETHER,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.842373,2025-09-05 06:28:14.842374
CHEMBL12652,ChEMBL_CHEMBL12652,,high,,,,medium,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.842399,2025-09-05 06:28:14.842399
CHEMBL274074,ChEMBL_CHEMBL274074,,medium,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.842425,2025-09-05 06:28:14.842425
CHEMBL273841,ChEMBL_CHEMBL273841,,medium,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.842450,2025-09-05 06:28:14.842450
CHEMBL273842,ChEMBL_CHEMBL273842,,medium,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.842475,2025-09-05 06:28:14.842476
CHEMBL273866,ChEMBL_CHEMBL273866,,medium,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.842501,2025-09-05 06:28:14.842501
CHEMBL12594,E-5110,,high,,,,medium,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.842528,2025-09-05 06:28:14.842528
CHEMBL12608,IMPROMIDINE,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.842555,2025-09-05 06:28:14.842556
CHEMBL417980,ChEMBL_CHEMBL417980,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.842582,2025-09-05 06:28:14.842583
