chembl_id,primary_drug,tox_herg_ic50_uM,tox_herg_risk,tox_cyp3a4_inhib,tox_cyp2d6_inhib,tox_cyp1a2_inhib,tox_cyp_risk,tox_ames,tox_ames_risk,tox_dili_risk,tox_bbb_perm,black_box_warning,hepatotoxicity,nephrotoxicity,cardiotoxicity,bioactivity_count,tox_data_sources,data_source,created_at,last_updated
CHEMBL2,PRAZOSIN,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.724291,2025-09-05 06:28:14.724294
CHEMBL3,NICOTINE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.724390,2025-09-05 06:28:14.724390
CHEMBL4,OFLOXACIN,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.724436,2025-09-05 06:28:14.724436
CHEMBL5,NALIDIXIC ACID,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.724472,2025-09-05 06:28:14.724473
CHEMBL6,INDOMETHACIN,,medium,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.724506,2025-09-05 06:28:14.724507
CHEMBL403,SULBACTAM,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.724538,2025-09-05 06:28:14.724538
CHEMBL404,TAZOBACTAM,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.724574,2025-09-05 06:28:14.724574
CHEMBL8,CIPROFLOXACIN,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.724604,2025-09-05 06:28:14.724604
CHEMBL9,NORFLOXACIN,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.724636,2025-09-05 06:28:14.724636
CHEMBL405,AMPHETAMINE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.724669,2025-09-05 06:28:14.724669
CHEMBL6622,ISOSORBIDE DINITRATE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.724698,2025-09-05 06:28:14.724699
CHEMBL6437,MIANSERIN,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.724728,2025-09-05 06:28:14.724728
CHEMBL11,IMIPRAMINE,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.724756,2025-09-05 06:28:14.724757
CHEMBL406,INDAPAMIDE,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.724784,2025-09-05 06:28:14.724784
CHEMBL407,FLUMAZENIL,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.724811,2025-09-05 06:28:14.724811
CHEMBL408,TROGLITAZONE,,medium,,,,high,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.724837,2025-09-05 06:28:14.724838
CHEMBL409,BICALUTAMIDE,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.724865,2025-09-05 06:28:14.724865
CHEMBL12,DIAZEPAM,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.724899,2025-09-05 06:28:14.724900
CHEMBL13,METOPROLOL,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.724937,2025-09-05 06:28:14.724937
CHEMBL411,DIETHYLSTILBESTROL,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.724966,2025-09-05 06:28:14.724967
CHEMBL267936,MECAMYLAMINE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.724994,2025-09-05 06:28:14.724994
CHEMBL14,CARBACHOL,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725021,2025-09-05 06:28:14.725021
CHEMBL16,PHENYTOIN,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725048,2025-09-05 06:28:14.725049
CHEMBL413,SIROLIMUS,,medium,,,,high,,low,medium,,False,True,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.725076,2025-09-05 06:28:14.725076
CHEMBL269732,TACROLIMUS ANHYDROUS,,medium,,,,high,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.725104,2025-09-05 06:28:14.725104
CHEMBL415,CLOMIPRAMINE,,medium,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.725132,2025-09-05 06:28:14.725133
CHEMBL416,METHOXSALEN,,medium,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725162,2025-09-05 06:28:14.725162
CHEMBL17,DICHLORPHENAMIDE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725189,2025-09-05 06:28:14.725189
CHEMBL18,ETHOXZOLAMIDE,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725218,2025-09-05 06:28:14.725218
CHEMBL417,EPIRUBICIN,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725245,2025-09-05 06:28:14.725245
CHEMBL19,METHAZOLAMIDE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725270,2025-09-05 06:28:14.725271
CHEMBL20,ACETAZOLAMIDE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725295,2025-09-05 06:28:14.725295
CHEMBL419,MAFENIDE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725321,2025-09-05 06:28:14.725321
CHEMBL21,SULFANILAMIDE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725348,2025-09-05 06:28:14.725348
CHEMBL420,GUANABENZ,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725373,2025-09-05 06:28:14.725374
CHEMBL22,TRIMETHOPRIM,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725399,2025-09-05 06:28:14.725399
CHEMBL6966,VERAPAMIL,,medium,,,,high,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.725425,2025-09-05 06:28:14.725425
CHEMBL421,SULFASALAZINE,,medium,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.725452,2025-09-05 06:28:14.725452
CHEMBL6466,COUMARIN,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725478,2025-09-05 06:28:14.725479
CHEMBL23,DILTIAZEM,,medium,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.725504,2025-09-05 06:28:14.725505
CHEMBL24,ATENOLOL,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725531,2025-09-05 06:28:14.725531
CHEMBL25,ASPIRIN,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725558,2025-09-05 06:28:14.725559
CHEMBL422,TRIFLUOPERAZINE,,medium,,,,high,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.725585,2025-09-05 06:28:14.725585
CHEMBL26,SULPIRIDE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725615,2025-09-05 06:28:14.725615
CHEMBL423,BETAXOLOL,,medium,,,,medium,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725643,2025-09-05 06:28:14.725643
CHEMBL424,SALICYLIC ACID,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725669,2025-09-05 06:28:14.725669
CHEMBL425,OLSALAZINE,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725696,2025-09-05 06:28:14.725696
CHEMBL27,PROPRANOLOL,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725722,2025-09-05 06:28:14.725722
CHEMBL6995,PRACTOLOL,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725749,2025-09-05 06:28:14.725749
CHEMBL427,MECHLORETHAMINE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725775,2025-09-05 06:28:14.725775
CHEMBL29,BENZYLPENICILLIN,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725802,2025-09-05 06:28:14.725802
CHEMBL428,TROVAFLOXACIN,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725828,2025-09-05 06:28:14.725829
CHEMBL30,CIMETIDINE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725856,2025-09-05 06:28:14.725856
CHEMBL31,GATIFLOXACIN,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725888,2025-09-05 06:28:14.725888
CHEMBL429,LABETALOL,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725918,2025-09-05 06:28:14.725918
CHEMBL32,MOXIFLOXACIN,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725946,2025-09-05 06:28:14.725946
CHEMBL33,LEVOFLOXACIN ANHYDROUS,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.725974,2025-09-05 06:28:14.725974
CHEMBL430,GEMIFLOXACIN,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726003,2025-09-05 06:28:14.726004
CHEMBL431,SPIRAPRIL,,medium,,,,medium,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726033,2025-09-05 06:28:14.726033
CHEMBL433,VALPROATE SODIUM,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726060,2025-09-05 06:28:14.726060
CHEMBL434,ISOPROTERENOL,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726086,2025-09-05 06:28:14.726086
CHEMBL435,HYDROCHLOROTHIAZIDE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726110,2025-09-05 06:28:14.726110
CHEMBL35,FUROSEMIDE,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726146,2025-09-05 06:28:14.726146
CHEMBL36,PYRIMETHAMINE,,medium,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726175,2025-09-05 06:28:14.726176
CHEMBL436,TOLRESTAT,,medium,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.726202,2025-09-05 06:28:14.726203
CHEMBL437,SULFATHIAZOLE,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726229,2025-09-05 06:28:14.726229
CHEMBL438,SULFAMERAZINE,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726255,2025-09-05 06:28:14.726256
CHEMBL439,SULFADIAZINE,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726282,2025-09-05 06:28:14.726282
CHEMBL440,THIAMYLAL,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726308,2025-09-05 06:28:14.726308
CHEMBL441,THIOPENTAL,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726334,2025-09-05 06:28:14.726334
CHEMBL268164,CYCLOBARBITAL,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726359,2025-09-05 06:28:14.726360
CHEMBL442,ERGOTAMINE,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726385,2025-09-05 06:28:14.726386
CHEMBL38,TRETINOIN,,medium,,,,medium,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.726411,2025-09-05 06:28:14.726411
CHEMBL7413,METHOHEXITAL,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726436,2025-09-05 06:28:14.726436
CHEMBL40,PHENOBARBITAL,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726461,2025-09-05 06:28:14.726461
CHEMBL41,FLUOXETINE,,medium,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.726487,2025-09-05 06:28:14.726487
CHEMBL443,SULFAMETHOXAZOLE,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726513,2025-09-05 06:28:14.726513
CHEMBL444,BARBITAL,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726540,2025-09-05 06:28:14.726540
CHEMBL42,CLOZAPINE,,medium,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.726567,2025-09-05 06:28:14.726567
CHEMBL445,NORTRIPTYLINE,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726592,2025-09-05 06:28:14.726592
CHEMBL446,SULFAMETHAZINE,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726617,2025-09-05 06:28:14.726618
CHEMBL447,SECOBARBITAL,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726642,2025-09-05 06:28:14.726643
CHEMBL448,PENTOBARBITAL,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726667,2025-09-05 06:28:14.726667
CHEMBL267894,AMOBARBITAL,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726691,2025-09-05 06:28:14.726692
CHEMBL449,BUTABARBITAL,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726717,2025-09-05 06:28:14.726717
CHEMBL450,METHARBITAL,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726744,2025-09-05 06:28:14.726744
CHEMBL451,CHLORDIAZEPOXIDE,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726772,2025-09-05 06:28:14.726773
CHEMBL266349,MELAGATRAN,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726799,2025-09-05 06:28:14.726800
CHEMBL452,CLONAZEPAM,,medium,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.726829,2025-09-05 06:28:14.726829
CHEMBL453,SULFISOXAZOLE,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726856,2025-09-05 06:28:14.726856
CHEMBL268869,SULFAMETHOXYPYRIDAZINE,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726880,2025-09-05 06:28:14.726886
CHEMBL454,BUTALBITAL,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726917,2025-09-05 06:28:14.726917
CHEMBL455,SULFACETAMIDE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.726943,2025-09-05 06:28:14.726943
CHEMBL43,AMSACRINE,,medium,,,,medium,,high,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.726969,2025-09-05 06:28:14.726969
CHEMBL456,ETHACRYNIC ACID,,medium,,,,medium,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.726996,2025-09-05 06:28:14.726996
CHEMBL267744,TICRYNAFEN,,medium,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.727021,2025-09-05 06:28:14.727021
CHEMBL457,GEMFIBROZIL,,medium,,,,medium,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.727046,2025-09-05 06:28:14.727046
CHEMBL45,MELATONIN,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.727073,2025-09-05 06:28:14.727073
CHEMBL8085,LYSINE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.727101,2025-09-05 06:28:14.727101
CHEMBL46,ONDANSETRON,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.727128,2025-09-05 06:28:14.727128
CHEMBL57242,AZILSARTAN,,medium,,,,high,,high,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.727154,2025-09-05 06:28:14.727154
CHEMBL298406,ECOPIPAM,,medium,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.727181,2025-09-05 06:28:14.727181
CHEMBL56900,LERISETRON,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.727207,2025-09-05 06:28:14.727208
CHEMBL58061,CO-TRIMOXAZOLE,,unknown,,,,unknown,,unknown,unknown,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.727234,2025-09-05 06:28:14.727234
CHEMBL954,ENCLOMIPHENE,,medium,,,,high,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.727261,2025-09-05 06:28:14.727261
CHEMBL60889,MOSAPRIDE,,medium,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.727288,2025-09-05 06:28:14.727288
CHEMBL61780,TEZOSENTAN,,medium,,,,medium,,high,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.727316,2025-09-05 06:28:14.727316
CHEMBL64130,NAPABUCASIN,,medium,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.727344,2025-09-05 06:28:14.727345
CHEMBL65567,CREATININE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.727373,2025-09-05 06:28:14.727373
CHEMBL291657,CRINECERFONT,,medium,,,,high,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.727402,2025-09-05 06:28:14.727402
CHEMBL66092,LAQUINIMOD,,medium,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.727429,2025-09-05 06:28:14.727429
CHEMBL67279,TALABOSTAT,,unknown,,,,unknown,,unknown,unknown,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.727455,2025-09-05 06:28:14.727456
CHEMBL68117,VOSAROXIN,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.727482,2025-09-05 06:28:14.727482
CHEMBL165,RESVERATROL,,medium,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.727509,2025-09-05 06:28:14.727509
CHEMBL68055,ACOLBIFENE,,medium,,,,high,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.727535,2025-09-05 06:28:14.727535
CHEMBL303933,PIPERAQUINE,,medium,,,,high,,high,medium,,False,True,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.727561,2025-09-05 06:28:14.727561
CHEMBL69308,PELUBIPROFEN,,medium,,,,medium,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.727587,2025-09-05 06:28:14.727588
CHEMBL71263,VADIMEZAN,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.727622,2025-09-05 06:28:14.727623
CHEMBL70663,DAPIVIRINE,,medium,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.727655,2025-09-05 06:28:14.727655
CHEMBL308148,SAREDUTANT,,medium,,,,high,,medium,medium,,False,True,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.727687,2025-09-05 06:28:14.727687
CHEMBL1016,CANDESARTAN,,medium,,,,high,,high,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.727717,2025-09-05 06:28:14.727717
CHEMBL166,MELARSOPROL,,unknown,,,,unknown,,unknown,unknown,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.727743,2025-09-05 06:28:14.727743
CHEMBL74415,CANNABINOL,,medium,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.727769,2025-09-05 06:28:14.727769
CHEMBL75094,PRINOMASTAT,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.727795,2025-09-05 06:28:14.727795
CHEMBL74355,VOLINANSERIN,,medium,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.727821,2025-09-05 06:28:14.727821
CHEMBL73822,APAZIQUONE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.727847,2025-09-05 06:28:14.727847
CHEMBL77921,MEDETOMIDINE,,medium,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.727873,2025-09-05 06:28:14.727874
CHEMBL76688,SIVELESTAT,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.727913,2025-09-05 06:28:14.727913
CHEMBL75124,NONIVAMIDE,,medium,,,,medium,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.727946,2025-09-05 06:28:14.727946
CHEMBL80386,IVOSPEMIN,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.727977,2025-09-05 06:28:14.727977
CHEMBL77305,RUBITECAN,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.728004,2025-09-05 06:28:14.728004
CHEMBL80830,BUCILLAMINE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.728031,2025-09-05 06:28:14.728031
CHEMBL82301,VICRIVIROC,,medium,,,,high,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.728057,2025-09-05 06:28:14.728057
CHEMBL310671,SACCHARIN,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.728084,2025-09-05 06:28:14.728084
CHEMBL312443,GABOXADOL,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.728111,2025-09-05 06:28:14.728111
CHEMBL84158,TIAPRIDE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.728137,2025-09-05 06:28:14.728138
CHEMBL82202,PYRIDOXAL PHOSPHATE ANHYDROUS,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.728164,2025-09-05 06:28:14.728164
CHEMBL85164,CAMOSTAT MESILATE,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.728189,2025-09-05 06:28:14.728190
CHEMBL85398,THIAZOLIDINEDIONE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.728218,2025-09-05 06:28:14.728218
CHEMBL83626,SUCCINOBUCOL,,medium,,,,high,,medium,medium,,False,True,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.728245,2025-09-05 06:28:14.728246
CHEMBL87563,GABEXATE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.728272,2025-09-05 06:28:14.728273
CHEMBL1067,LICARBAZEPINE,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.728298,2025-09-05 06:28:14.728298
CHEMBL313006,DALCETRAPIB,,medium,,,,medium,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.728323,2025-09-05 06:28:14.728323
CHEMBL313971,ZUCAPSAICIN,,medium,,,,medium,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.728349,2025-09-05 06:28:14.728349
CHEMBL88712,VELIFLAPON,,medium,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.728373,2025-09-05 06:28:14.728374
CHEMBL91829,RUBOXISTAURIN,,medium,,,,medium,,high,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.728399,2025-09-05 06:28:14.728399
CHEMBL93298,AROTINOLOL,,medium,,,,medium,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.728424,2025-09-05 06:28:14.728424
CHEMBL94657,PATUPILONE,,medium,,,,high,,low,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.728450,2025-09-05 06:28:14.728450
CHEMBL96783,XYLITOL,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.728477,2025-09-05 06:28:14.728477
CHEMBL1114,THEOBROMINE,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.728505,2025-09-05 06:28:14.728506
CHEMBL95431,CARBOXYAMIDOTRIAZOLE,,medium,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.728531,2025-09-05 06:28:14.728531
CHEMBL329091,BESIFOVIR,,low,,,,low,,medium,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.728556,2025-09-05 06:28:14.728556
CHEMBL95606,CYTIDINE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.728582,2025-09-05 06:28:14.728583
CHEMBL100259,URIDINE,,low,,,,low,,low,low,,False,False,False,False,0,[],chembl_bioactivity,2025-09-05 06:28:14.728608,2025-09-05 06:28:14.728608
CHEMBL101253,VATALANIB,,medium,,,,medium,,high,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.728633,2025-09-05 06:28:14.728633
CHEMBL319669,PAFURAMIDINE,,medium,,,,medium,,medium,medium,,False,False,False,True,0,[],chembl_bioactivity,2025-09-05 06:28:14.728657,2025-09-05 06:28:14.728657
